DQN,PPO,A2C,A2C-MLP,A2C-SU
-201.6363771,-1913.501857,-855.3642517,-569.6084197,-1154.512153
-197.0798399,-1912.662588,-854.7980423,-565.3597307,-1160.298545
-195.499305,-1918.676641,-848.5034207,-559.9621661,-1165.520591
-195.7672562,-1917.179429,-831.8373088,-553.8964973,-1172.077051
-193.5840422,-1916.261636,-824.7491458,-553.2709809,-1178.384881
-190.8299717,-1911.667101,-828.2346777,-554.256929,-1181.181587
-190.1163192,-1916.810897,-817.1082487,-549.7039063,-1177.902048
-185.2507873,-1919.514098,-811.9709189,-547.0572838,-1156.900966
-185.645312,-1914.690277,-837.0492222,-541.1643417,-1165.140371
-183.8056547,-1917.852737,-859.1334227,-542.6388879,-1163.442687
-184.4276385,-1922.083698,-858.1128001,-536.1663291,-1169.526525
-184.8383631,-1925.710026,-860.5508014,-531.1039504,-1166.749189
-183.8816938,-1928.858682,-874.5000395,-531.5716772,-1164.7218
-180.3032378,-1936.193261,-873.7070568,-523.8089834,-1182.881626
-180.3367049,-1942.691231,-868.7023532,-520.8664357,-1189.366777
-180.0921473,-1955.051555,-866.1814852,-517.6842033,-1193.736287
-177.9912805,-1965.088183,-866.3073573,-515.8143303,-1191.521437
-178.4605528,-1968.368613,-869.2481062,-512.5256908,-1198.371669
-177.0364052,-1971.476941,-863.5577403,-512.6531941,-1205.15232
-175.4945078,-1953.533556,-861.8827974,-514.9628557,-1208.093417
-173.1602202,-1956.600851,-851.3094876,-510.8013364,-1176.00231
-171.3708289,-1944.811488,-857.9347427,-507.8089152,-1166.435852
-168.3750012,-1928.732036,-849.1847338,-504.2526509,-1150.178424
-166.2775064,-1917.741172,-846.8629171,-503.4136777,-1150.619783
-166.0680746,-1903.533284,-845.3738503,-496.111731,-1164.405837
-163.3019677,-1893.97294,-860.3260043,-494.3842936,-1153.313565
-159.8547804,-1889.848574,-857.7145748,-491.1553038,-1142.537975
-156.6865635,-1878.994013,-850.7629802,-482.9640772,-1136.697855
-156.5340028,-1864.07239,-849.1678756,-483.0102817,-1143.695946
-153.3241381,-1837.108135,-855.3021159,-478.1074473,-1151.039855
-154.0603717,-1809.123049,-863.9423891,-477.8309303,-1165.799213
-152.3254608,-1771.722282,-867.4307352,-479.9836372,-1169.387875
-151.8552848,-1741.250309,-855.9118131,-477.8640308,-1167.600091
-151.911817,-1729.789173,-855.9140035,-472.223111,-1181.998617
-152.2388713,-1709.204372,-859.1735487,-469.8527455,-1189.299055
-152.7133876,-1688.528555,-841.7936634,-462.9790716,-1197.488462
-146.6553365,-1685.790914,-846.6026073,-457.5752572,-1204.043658
-142.7573689,-1683.708111,-838.0654068,-456.3277916,-1202.19317
-143.8269129,-1683.65508,-836.6840768,-452.6440245,-1176.632163
-143.2272906,-1678.004502,-854.4650326,-445.4663167,-1171.999474
-141.9040159,-1648.746182,-864.1759278,-443.8561133,-1159.191536
-142.5665138,-1630.250788,-859.3244106,-444.4042826,-1156.356005
-143.6726904,-1598.826628,-860.0590954,-440.9958897,-1149.415826
-144.8602608,-1580.89915,-859.8744707,-416.6558852,-1142.143803
-145.5682839,-1583.111845,-856.2747147,-414.6996985,-1144.537699
-145.6438911,-1580.503912,-851.2586889,-408.2217644,-1152.073066
-146.0234348,-1581.561798,-852.9220308,-400.0338818,-1148.547654
-142.8161304,-1584.997948,-855.6489057,-398.0880343,-1144.189997
-141.8879766,-1586.810791,-857.6914868,-396.2462688,-1140.260843
-140.7346471,-1584.244229,-845.6420666,-388.1792754,-1132.758432
-136.3303665,-1588.758544,-847.357974,-381.5055718,-1125.594434
-135.7457838,-1589.622609,-858.5041748,-379.9766669,-1130.337819
-135.9563512,-1594.196322,-859.1941833,-373.1958003,-1130.073574
-136.5089753,-1597.667494,-863.5315286,-369.8218468,-1116.518699
-135.9256789,-1600.862482,-856.109504,-366.0738628,-1120.757361
-135.0869399,-1599.2064,-861.1557911,-360.7471442,-1110.73052
-133.9632344,-1598.497879,-863.3823083,-354.7558782,-1097.738591
-132.329736,-1603.737879,-869.4858949,-354.5665384,-1101.799649
-131.7492447,-1611.091494,-865.893228,-355.3736028,-1111.812975
-130.854909,-1603.607163,-878.619565,-352.8127645,-1114.378109
-130.6723693,-1563.724048,-878.5625006,-348.903864,-1100.674867
-125.5595561,-1516.655988,-880.0297585,-348.3027061,-1117.211738
-123.6519497,-1437.841445,-876.5754596,-346.2356568,-1133.945062
-123.7812143,-1408.027575,-876.3245301,-343.9993818,-1115.296821
-124.2921398,-1389.996611,-884.6128561,-342.0963783,-1120.362615
-123.8494742,-1357.933137,-894.6458362,-341.2943407,-1120.661598
-123.4527676,-1320.107082,-900.6691828,-339.343186,-1116.539739
-123.6634713,-1282.153443,-901.5535096,-338.51555,-1111.616489
-123.0713035,-1275.593296,-903.3895192,-339.7920425,-1115.009314
-123.1177703,-1258.973358,-911.9961366,-340.521557,-1115.443181
-122.5121703,-1257.36151,-914.4666587,-338.3294499,-1111.033419
-121.4258359,-1241.096151,-912.8105964,-340.2923236,-1126.288037
-121.3097247,-1221.921103,-919.3796907,-341.13762,-1121.833513
-120.7360273,-1190.150896,-920.7490941,-340.6976825,-1131.396958
-119.9867941,-1176.305053,-922.2323377,-339.5183606,-1149.484939
-119.2792065,-1170.162875,-911.9877515,-338.1172203,-1143.072007
-119.0853116,-1165.371109,-921.1903851,-338.9733581,-1119.579666
-119.6518444,-1158.121639,-925.9167598,-339.1086753,-1120.713647
-118.5496751,-1148.738423,-927.6390395,-340.4721069,-1125.573528
-117.7499152,-1142.216818,-930.3025159,-341.5175425,-1143.184656
-117.3611119,-1133.189176,-925.9646408,-342.463347,-1153.110464
-116.1393537,-1119.52502,-930.2961529,-342.5497908,-1130.111944
-114.9102486,-1101.335985,-931.6721129,-343.9336316,-1126.228906
-114.2002048,-1075.90915,-937.3744865,-343.6898878,-1121.172878
-113.1207738,-997.9779202,-933.2660715,-342.474751,-1118.547653
-112.4875486,-895.2241429,-929.1863102,-341.102897,-1117.400041
-112.233708,-819.6457838,-933.4015479,-340.6231505,-1121.793755
-111.3443649,-805.3889292,-931.473634,-346.1246867,-1137.674852
-109.8355714,-792.4477796,-930.5387497,-344.2053916,-1133.538292
-108.81871,-782.7154598,-916.4943655,-342.8360755,-1136.453582
-108.1903892,-767.3720015,-911.7741175,-342.8604078,-1110.438327
-108.3026405,-755.04036,-910.8275095,-342.135999,-1119.319243
-107.0811264,-746.8950876,-914.4620122,-342.1328471,-1122.441953
-106.3836957,-739.1064041,-920.8386084,-341.6481597,-1119.268634
-105.551625,-732.8179331,-910.8232579,-343.9224036,-1119.772092
-103.9815262,-722.4257603,-908.7743859,-342.5834639,-1128.316883
-102.6925727,-709.5544248,-903.7433669,-343.9983732,-1129.500294
-102.5667995,-695.6978606,-910.8523687,-345.939567,-1129.360782
-102.1511725,-681.3640504,-910.1378731,-348.9471759,-1131.802903
-101.7280507,-675.2586138,-913.1279975,-348.2927998,-1131.148759
-101.3139948,-665.1581142,-917.752265,-349.0585099,-1141.97815
-100.151491,-654.7803441,-923.519493,-349.7610167,-1141.331099
-100.0616798,-647.7150793,-919.6462355,-349.3000884,-1149.022689
-98.52092715,-638.7777823,-945.8690677,-348.274965,-1149.263483
-97.79863524,-633.3523703,-943.1895546,-350.9960955,-1143.178512
-97.0736266,-627.9847517,-948.8693677,-351.1308179,-1154.409896
-96.67431168,-619.1885189,-947.8554255,-351.1293571,-1160.191362
-99.05476646,-613.1030948,-949.3928311,-354.2893931,-1162.405202
-97.32739704,-608.6041097,-931.9109217,-355.4329961,-1156.321975
-95.08743006,-602.4936652,-919.1167244,-353.9909802,-1157.998264
-93.40468656,-596.4020912,-917.6576443,-353.8995497,-1152.988862
-92.66399026,-587.7254299,-915.30547,-352.4142017,-1151.112493
-91.88273207,-577.584908,-919.7498411,-350.2428493,-1149.202687
-91.57402627,-566.940693,-919.0846622,-351.3043259,-1125.808062
-90.57875098,-554.1604321,-922.4320943,-353.1471467,-1121.588686
-89.95051618,-538.052935,-922.388888,-354.5823131,-1121.177448
-89.09802801,-521.6690218,-933.8366345,-353.2965857,-1107.313714
-87.33024772,-511.2188804,-936.3037362,-353.8302067,-1103.416408
-86.20517264,-500.6147669,-931.8760038,-353.6755387,-1102.1617
-86.31427179,-491.1871302,-939.618666,-349.6788121,-1098.460798
-86.17367697,-482.8192133,-967.9477278,-347.8756208,-1154.118966
-85.98290937,-472.8704237,-968.7484475,-347.0524194,-1159.866469
-85.47972769,-465.9261536,-980.0440437,-347.7143487,-1160.938414
-84.38851314,-461.0453075,-983.8394309,-352.7164265,-1172.463883
-82.90829307,-458.0043464,-1007.866796,-352.6688525,-1169.381891
-82.55952675,-456.5341531,-1009.236164,-355.4391666,-1177.053642
-81.80812533,-454.2117845,-1015.122718,-358.2844337,-1176.162256
-80.73125285,-449.3539112,-1020.61922,-356.8358319,-1186.569585
-79.89349115,-444.0237865,-1053.570416,-356.791493,-1182.67737
-78.94886513,-437.5359083,-1055.078376,-359.9445464,-1191.108696
-78.91036326,-429.464838,-1046.160011,-361.5269799,-1186.476709
-77.96558968,-421.2579451,-1045.484389,-362.8340753,-1204.289682
-76.81115868,-411.7389341,-1061.95153,-364.6189352,-1198.372203
-76.04453646,-399.2603612,-1059.200398,-370.1257916,-1196.740647
-75.49988105,-391.4403323,-1053.276035,-372.4401929,-1201.270759
-74.63514986,-384.776075,-1055.134136,-378.7050578,-1184.740846
-73.73872031,-377.9627297,-1051.293177,-381.2310585,-1189.051605
-72.91398769,-371.3862369,-1054.007589,-384.7383446,-1209.860508
-71.34253187,-364.3079324,-1054.608836,-383.3233046,-1210.923842
-71.12429158,-355.2059577,-1048.104179,-389.1591492,-1206.664236
-70.71817738,-345.7932468,-1046.313705,-394.1262203,-1204.244343
-70.28723072,-337.3072719,-1049.83531,-393.3499401,-1200.023444
-69.24831041,-330.4489012,-1047.339162,-398.0400075,-1195.413966
-67.99864151,-323.4697077,-1054.229143,-402.2057791,-1195.627516
-68.02141039,-316.5814415,-1058.001117,-411.6286615,-1185.400248
-66.49780714,-309.0162477,-1065.87807,-415.622153,-1184.419198
-64.98313479,-298.6720953,-1080.500514,-419.1227776,-1185.050257
-63.29569539,-287.478516,-1079.357663,-420.2141414,-1178.367531
-62.71241927,-277.6576483,-1083.177839,-421.2635678,-1183.213913
-62.66026853,-268.0087247,-1088.904333,-423.352562,-1183.555011
-62.07122266,-257.7826216,-1086.233577,-423.5906434,-1181.653404
-61.5085439,-247.9107287,-1078.360855,-426.8943811,-1193.752565
-60.32598142,-236.4271546,-1088.375444,-433.19661,-1190.085118
-59.96854478,-226.2707399,-1089.636364,-435.7353774,-1202.282661
-59.5285737,-216.3095884,-1089.885529,-439.877337,-1204.776147
-59.55969363,-207.2933231,-1082.692006,-439.7752163,-1200.854366
-58.64807266,-196.5332843,-1083.431231,-441.1221872,-1210.101218
-58.55273151,-183.2362003,-1087.182982,-439.8216003,-1209.548979
-57.61132964,-168.6145865,-1087.002303,-447.0844521,-1211.903014
-57.50794982,-160.7677704,-1081.219245,-447.0905442,-1208.484343
-56.88654587,-156.8144819,-1087.708037,-449.6269691,-1207.193115
-56.76645294,-153.9656779,-1091.981633,-453.1164924,-1204.432475
-56.07014973,-150.3120084,-1105.057799,-454.1590134,-1196.469037
-55.07502118,-149.0005509,-1107.641627,-457.073659,-1195.303944
-55.0648302,-145.6389695,-1111.300464,-459.1454908,-1203.938933
-54.50331421,-141.1240295,-1106.465565,-459.18728,-1221.822409
-53.41963367,-135.5098858,-1102.065602,-461.1487619,-1225.582927
-53.22972296,-129.9604075,-1109.841582,-461.7208501,-1231.084571
-53.19288206,-125.3651498,-1107.346158,-460.4200828,-1242.120341
-49.55134792,-122.4767414,-1110.146766,-458.5375473,-1264.670855
-49.51147044,-120.236788,-1119.292775,-459.2603331,-1289.430387
-50.05238831,-118.6264447,-1143.300244,-458.8400349,-1272.963339
-49.35036578,-117.6762489,-1149.094861,-457.7528408,-1298.068487
-49.32258909,-115.6143045,-1170.529278,-456.1562262,-1314.511086
-48.69532244,-113.8753045,-1177.429623,-455.361538,-1316.883146
-48.08311513,-111.7463652,-1222.637162,-455.7035993,-1315.133041
-48.4176572,-108.9701762,-1224.539254,-453.922484,-1337.622894
-47.39444645,-107.9554561,-1278.325749,-452.0216187,-1375.313148
-47.48008512,-107.3881781,-1295.884255,-450.3322037,-1390.003373
-46.85918083,-106.8627113,-1294.422159,-448.7272536,-1371.282273
-46.42360274,-106.5968594,-1319.428924,-446.4498768,-1373.599962
-46.03917937,-106.9757914,-1366.469994,-445.7139371,-1388.056848
-46.01335366,-106.2274478,-1364.029857,-443.5749064,-1411.895325
-45.45154378,-106.2392415,-1366.817849,-441.6095704,-1428.565321
-44.06346471,-105.3038682,-1398.492061,-441.0851815,-1447.162205
-43.41660922,-103.6317263,-1439.174639,-440.8113524,-1444.456033
-42.94241381,-101.378187,-1433.774124,-439.0160804,-1449.274205
-41.1784,-97.06916314,-1446.189909,-435.7645492,-1434.577874
-41.31446002,-92.37634315,-1455.607736,-436.0591871,-1443.62114
-40.20385525,-88.05756261,-1461.553078,-436.1059526,-1445.796957
-40.1212727,-84.37490322,-1467.718852,-435.924205,-1443.683488
-38.58563974,-80.57088321,-1469.455897,-435.7860119,-1435.373252
-38.80851477,-76.13988644,-1471.874125,-434.3530564,-1445.440203
-38.69006421,-72.83561464,-1472.600811,-434.2003609,-1453.239153
-38.39943917,-70.95557906,-1474.934832,-433.4571917,-1463.504387
-37.82900252,-69.96501869,-1468.940317,-433.140612,-1456.924539
-37.91904211,-68.04782231,-1470.763448,-430.715805,-1454.309981
-35.19248832,-66.88718493,-1464.831602,-429.8064979,-1453.422165
-34.83548736,-64.49520985,-1464.981494,-427.2584485,-1449.526388
-35.33829162,-62.44023719,-1460.007412,-426.6089415,-1450.113305
-35.81432623,-60.03467102,-1461.001439,-424.5785412,-1442.140927
-35.84588921,-58.65723273,-1459.549426,-422.2540539,-1439.769925
-34.29159106,-56.60674271,-1461.870055,-420.6362151,-1428.77467
-35.19403878,-54.89380301,-1437.264264,-419.3862439,-1426.202452
-34.91569995,-53.5227225,-1442.146896,-415.9245873,-1422.474233
-33.12436703,-52.46924021,-1439.791187,-415.0702913,-1412.612129
-32.9859583,-51.3064807,-1438.164922,-413.7057796,-1412.816264
-33.14585542,-48.97048965,-1439.54142,-410.8126906,-1407.752179
-31.49111988,-45.95645144,-1434.214102,-408.1552801,-1402.877491
-30.79715948,-45.14506399,-1430.498489,-407.7884388,-1398.504889
-30.95896003,-43.32266041,-1436.035912,-405.6999818,-1399.644239
-30.45938351,-41.20100826,-1430.731435,-405.4163568,-1399.825484
-29.87412525,-40.18928139,-1408.209624,-404.9982389,-1402.806283
-29.66962648,-38.93767419,-1409.639951,-403.8889813,-1416.451418
-28.8943712,-37.04989093,-1407.16475,-402.3616708,-1416.735869
-29.10120077,-35.62165888,-1408.115624,-401.1120161,-1408.077555
-27.35047377,-35.42929023,-1400.530304,-398.8850437,-1405.767084
-27.63307052,-35.02908132,-1392.390607,-395.3622792,-1413.774765
-25.28479798,-35.25854423,-1391.658022,-392.4505883,-1425.301741
-23.30706102,-34.58807961,-1384.92484,-392.1307019,-1434.311577
-21.04265947,-33.98097782,-1358.8578,-388.9574946,-1374.115097
-18.31724915,-33.46403575,-1351.570595,-385.4803478,-1376.068751
-18.35384992,-32.67475055,-1347.885629,-384.3264883,-1388.016994
-18.26632128,-31.38626782,-1340.821379,-379.5887201,-1374.806775
-17.46884779,-29.13868696,-1324.988238,-376.1682247,-1373.786013
-13.92306294,-25.41590672,-1323.660938,-373.0761047,-1375.581754
-13.26067179,-22.13070209,-1313.826536,-369.789963,-1385.239435
-13.45294618,-20.58618369,-1308.933987,-366.4490624,-1379.24424
-13.53188019,-19.19079223,-1288.687865,-362.0693419,-1376.214045
-12.9553682,-18.59541193,-1283.144918,-359.5497428,-1364.274303
-11.99832982,-17.87083739,-1294.974829,-354.8096608,-1374.895813
-10.6635979,-16.83116519,-1375.344651,-349.1170655,-1364.796461
-9.406752703,-17.40358767,-1364.101311,-343.6987869,-1366.050623
-9.082777255,-18.03160336,-1363.426487,-338.518917,-1381.162909
-7.046107038,-18.48479005,-1383.219841,-335.762154,-1378.717303
-7.206694129,-18.34356658,-1378.588589,-329.8757252,-1381.561921
-5.29740749,-18.17691463,-1374.947141,-326.01578,-1384.894504
-5.286157445,-17.74317897,-1375.529929,-321.7154086,-1395.339779
-5.533507758,-17.75412901,-1370.918794,-319.0933789,-1398.032588
-5.587895614,-17.82383821,-1368.054035,-312.0559566,-1403.575573
-4.738778721,-17.64987699,-1365.142951,-307.6849807,-1410.823291
-2.506465297,-15.31900745,-1368.875313,-307.6114064,-1480.011775
-2.15660259,-13.7146804,-1374.312946,-302.9074086,-1495.885126
-2.089685957,-12.13920791,-1367.484199,-297.8100119,-1488.32839
0.775243488,-11.68684385,-1363.397836,-282.862621,-1489.661061
0.648030173,-10.55097717,-1353.590615,-278.0550786,-1489.68426
0.911359055,-10.27702044,-1341.570107,-272.9293726,-1508.220864
0.608662067,-10.31609169,-1343.289986,-270.4562161,-1520.905851
0.937084903,-9.14747586,-1336.441726,-265.2763908,-1520.49834
1.084353337,-9.11721723,-1330.054836,-262.2566171,-1521.276629
2.380884328,-10.72220448,-1328.664104,-260.5896705,-1534.036599
4.661364857,-9.769690255,-1325.084705,-255.6478725,-1522.662566
4.44739516,-9.047675318,-1310.75122,-249.3512378,-1520.84102
6.309116321,-8.921928093,-1307.732822,-245.3609745,-1519.552758
