DQN,PPO,A2C,A2C-MLP,A2C-SU
-519.5973077,-148.790906,-121.2179862,-565.5931529,-807.5153129
-521.6014852,-147.9983884,-121.2941687,-560.7655336,-828.4380618
-517.3789399,-147.1611716,-121.9896439,-552.1529331,-822.4591083
-515.8157374,-145.0492806,-122.5597455,-545.099186,-822.8750744
-514.2595158,-145.2819811,-122.4863581,-536.743035,-825.0776484
-509.4085237,-145.3676211,-121.9223501,-529.1918878,-831.6014551
-509.8661753,-144.9941606,-122.1860051,-520.8475672,-846.8949275
-501.5343915,-152.9905401,-122.8770128,-510.6105138,-846.8425536
-503.3020495,-152.7779342,-122.6754663,-506.1155237,-845.5408008
-504.8160287,-151.4092707,-120.4996616,-498.2074019,-849.2495626
-499.4828552,-150.090203,-121.1756659,-489.3919922,-848.9165392
-492.4190191,-149.7785979,-121.8362224,-482.1231701,-856.6953834
-489.1765384,-149.6919199,-123.0359262,-472.0590367,-852.5206362
-487.260007,-155.6008137,-123.611781,-468.2108245,-848.1258221
-481.667723,-154.6333329,-121.0288981,-461.8488758,-841.3775146
-477.9031849,-154.8930534,-121.4485,-462.6134262,-841.4924083
-473.7491466,-155.0406304,-122.4670125,-458.784878,-845.9143978
-473.7947744,-154.7485188,-122.2683829,-458.7245897,-845.3800717
-468.4251548,-155.3613617,-123.2449267,-457.3429308,-838.5225317
-462.3363388,-163.3816074,-124.2529214,-448.6440856,-837.1978455
-458.7205859,-172.3036024,-122.767907,-447.9844816,-838.836404
-458.693663,-178.1804308,-124.4631785,-446.4635119,-841.8593588
-454.8385061,-181.2702855,-130.6074515,-440.3850364,-852.8812029
-449.4658777,-181.8050021,-138.491085,-439.2074433,-847.007394
-447.6856927,-187.3738255,-149.8154085,-435.567049,-856.6067571
-443.0002138,-205.8620498,-155.3430892,-434.8806127,-852.1863834
-439.8836987,-225.8255787,-156.0142484,-432.8907416,-853.8220037
-436.9484968,-234.1394726,-162.6040651,-433.71055,-861.3755733
-435.2037733,-243.5878853,-163.9063628,-431.911547,-860.4683748
-433.5866757,-245.2684509,-169.4814068,-432.3157889,-863.8321384
-432.5975542,-245.4101085,-174.2738074,-431.674873,-860.6914548
-431.1808893,-247.7175434,-179.9075371,-429.8929623,-857.2713712
-428.4274848,-253.8031752,-180.5677295,-428.2745947,-860.6902218
-427.9989383,-258.8026016,-185.4009938,-428.0545122,-862.6231596
-429.4295325,-280.62083,-187.1819688,-425.2568443,-857.1688139
-429.2863101,-282.5774498,-190.8628094,-424.0970534,-856.0928344
-425.5534504,-292.7303595,-189.4864892,-418.9816994,-859.6308987
-426.2697034,-299.1684129,-189.7382353,-413.5314333,-854.9066455
-421.1728712,-313.0931685,-196.3563371,-409.4383794,-859.8269619
-419.3440791,-314.1648187,-201.1926973,-407.0086951,-860.6078453
-416.7124654,-316.0554823,-201.927361,-403.8543963,-864.5348906
-412.9916007,-330.8072192,-202.5319325,-402.8383112,-859.5045812
-409.0076919,-335.6967528,-203.235222,-404.5182532,-858.5376774
-405.2381229,-337.8504744,-207.1338164,-403.2301934,-854.4636436
-409.3711153,-342.0485959,-213.2162695,-399.4540095,-849.6397232
-410.3932704,-346.9260624,-214.4865405,-397.2456616,-849.3310254
-406.3116194,-343.4131159,-218.5890622,-400.837071,-850.6135707
-403.1321306,-349.641529,-222.9001878,-412.2997192,-845.3392302
-401.7290695,-347.2428224,-227.6845126,-426.8246748,-842.7015908
-398.0383024,-345.1897948,-230.6460756,-442.6315533,-840.0981991
-394.487772,-343.1938268,-230.8905305,-439.8708315,-836.3784514
-390.5035705,-342.7040037,-241.9749855,-437.1776526,-837.1471921
-387.1746357,-340.9312063,-254.7422297,-461.6862743,-832.2566768
-384.7037338,-345.6647375,-271.3014877,-496.3272933,-834.8055886
-382.0811255,-350.0275597,-275.3491893,-551.5383686,-861.2963064
-383.1094569,-347.7829058,-275.7617245,-627.4565128,-853.630885
-381.1468429,-351.6028479,-275.5962457,-657.6915514,-853.2469146
-379.151211,-354.7580042,-275.5648321,-654.0806289,-852.5150987
-381.0267274,-356.013109,-278.2098765,-664.7208134,-847.5825206
-378.6308834,-354.3507045,-278.068946,-675.0124321,-846.1873858
-378.4555042,-354.3080918,-283.0453998,-684.3047541,-847.945078
-376.6313964,-355.3038916,-287.5519855,-661.0462785,-847.4417344
-372.0506532,-358.3144403,-289.191321,-668.0630044,-847.4004805
-367.3175571,-357.4218596,-290.2285434,-674.1824285,-848.6402791
-362.5740806,-359.7269752,-293.6205227,-681.201759,-845.3805714
-357.7355487,-360.6247144,-295.2448535,-689.0354133,-844.7173861
-352.3108236,-360.2960334,-297.0820839,-701.6795515,-874.8072014
-346.6206599,-364.3300637,-301.6513207,-713.5508231,-875.1645983
-340.6200029,-365.4451853,-303.5202159,-718.676205,-875.8324833
-339.2754552,-369.2682321,-307.7990833,-719.7152182,-877.6855795
-335.9317202,-369.123837,-309.9143052,-734.3576525,-878.5855583
-330.5317492,-368.0468281,-314.6097362,-739.4731244,-871.8520857
-324.6561533,-371.0334249,-315.7579811,-749.1940434,-875.8103091
-321.4481518,-370.8819301,-316.7304987,-762.9719683,-876.7329115
-317.2275131,-370.362205,-322.2642061,-777.2968574,-896.8215994
-312.7330935,-370.2941042,-321.929052,-783.1093753,-888.2531942
-308.2242405,-369.7687372,-322.6968547,-791.2355106,-882.0152802
-304.4002524,-369.5166703,-323.9728709,-802.7926565,-890.7870867
-303.5968371,-372.2098375,-328.4023528,-827.2218636,-889.4119981
-300.2751789,-372.9583672,-329.4205774,-828.8619814,-877.1113336
-295.882761,-373.0643142,-333.5107182,-832.0582855,-883.7355072
-293.2071935,-372.2108219,-334.4981277,-837.1511,-881.3602306
-293.1823841,-375.9196137,-336.2322361,-834.3167963,-907.6384952
-290.4748893,-379.7701758,-339.1653762,-836.5015163,-903.3318364
-286.6458266,-382.9337307,-339.4745111,-843.8922756,-903.047636
-282.5996419,-385.1702243,-343.2237073,-850.4748367,-906.4077331
-277.1618123,-387.4862697,-347.0940284,-851.92934,-907.3815626
-274.8347093,-389.7711273,-350.1670595,-854.5208343,-905.2647118
-270.922289,-389.2505599,-353.9018872,-864.3275267,-904.0504629
-267.1451535,-392.4525095,-357.2542624,-869.2179764,-902.3352351
-265.9522448,-392.5612704,-357.8351006,-867.5245545,-883.196549
-260.9951863,-392.8860731,-361.7014893,-888.6481097,-863.4291581
-259.5295178,-391.430462,-362.2190548,-893.1559379,-859.9806611
-256.0334112,-393.7945879,-366.3914829,-906.0467144,-853.0005193
-252.2956933,-394.9932171,-366.8063303,-909.372221,-851.0933907
-248.3366088,-394.9699981,-367.0290688,-912.8701034,-850.7442733
-242.9783954,-395.0783776,-367.6005441,-918.7524307,-846.3871697
-237.1035457,-393.5654285,-367.7197996,-926.2652084,-842.9877861
-233.9946063,-392.8048983,-367.7000732,-932.6680023,-838.7349378
-229.0280234,-393.3002283,-371.2613579,-931.6924958,-832.8100896
-225.2758414,-392.9516742,-377.3372439,-940.4281715,-828.5259752
-220.3146134,-397.1732071,-380.6070141,-941.4174646,-819.9700136
-218.2976234,-400.6182376,-380.6998032,-955.4124043,-819.5189137
-216.1391779,-405.0853246,-382.0674332,-963.9106916,-814.0065171
-213.0137862,-409.8022174,-384.8993756,-997.9439122,-807.3664691
-211.2212477,-410.203442,-388.7556128,-1030.723779,-812.6559304
-207.3685448,-410.8271766,-388.9828148,-1036.226591,-809.5219341
-206.9136186,-411.8398981,-393.5825792,-1054.343365,-815.1178665
-201.6363771,-410.4531502,-397.7674015,-1059.471269,-814.7701913
-197.0798399,-415.7606288,-402.5215462,-1077.281204,-814.4153793
-195.499305,-416.7940098,-400.9431943,-1081.664786,-812.2476252
-195.7672562,-416.9759557,-400.973231,-1085.832374,-803.1675771
-193.5840422,-417.1226014,-404.1108187,-1094.599509,-804.1958473
-190.8299717,-413.6436599,-404.1132523,-1104.285801,-801.3150645
-190.1163192,-417.2253206,-406.1612399,-1113.420383,-801.5180769
-185.2507873,-416.9577104,-406.3635617,-1119.541681,-836.776982
-185.645312,-419.889672,-409.0889253,-1131.20452,-832.3131258
-183.8056547,-420.0406468,-412.4194189,-1142.230268,-829.9733001
-184.4276385,-419.0353951,-414.9435694,-1148.80079,-839.2420884
-184.8383631,-416.7231856,-417.6222374,-1161.216439,-842.8604849
-183.8816938,-411.1620112,-419.0336878,-1177.960647,-835.3329676
-180.3032378,-407.6148415,-418.7497547,-1181.762719,-830.054844
-180.3367049,-405.950943,-417.5805055,-1192.335357,-821.2944317
-180.0921473,-404.9396142,-412.8905738,-1193.624654,-828.9760564
-177.9912805,-402.5332161,-405.6327139,-1199.103157,-814.5218539
-178.4605528,-390.1936692,-401.9100001,-1220.360328,-814.3544236
-177.0364052,-377.1566008,-405.1314344,-1225.186664,-820.2189982
-175.4945078,-370.7672141,-401.6007826,-1240.140516,-813.1170599
-173.1602202,-362.8697786,-403.8037241,-1262.09923,-814.9871842
-171.3708289,-360.4126344,-402.8891516,-1266.315453,-809.9915295
-168.3750012,-362.08592,-402.0664243,-1271.078115,-813.055564
-166.2775064,-361.6414836,-399.2546969,-1278.813318,-810.583733
-166.0680746,-357.9231745,-402.2913783,-1285.717059,-806.4141021
-163.3019677,-352.5951147,-401.7683395,-1286.631282,-800.2716038
-159.8547804,-333.6887838,-401.0361232,-1307.542676,-803.4420806
-156.6865635,-333.7818251,-399.0383429,-1321.16356,-831.7123939
-156.5340028,-324.1958044,-402.5755029,-1325.214583,-823.2372516
-153.3241381,-317.8414208,-404.7609721,-1330.386589,-827.6152546
-154.0603717,-308.9919196,-402.0867651,-1337.073305,-826.972996
-152.3254608,-305.596992,-399.1537405,-1341.355211,-825.6885319
-151.8552848,-304.265199,-400.4863169,-1344.674575,-820.2632335
-151.911817,-290.9183035,-400.9696894,-1345.607898,-822.5429569
-152.2388713,-286.524517,-403.3007584,-1348.842928,-818.8140515
-152.7133876,-283.7697804,-403.204741,-1351.478979,-823.1315964
-146.6553365,-280.3284167,-398.3099898,-1361.434049,-831.1339933
-142.7573689,-275.5327244,-401.211434,-1367.002424,-835.7101814
-143.8269129,-276.5309996,-397.3062312,-1376.543919,-833.2394837
-143.2272906,-267.4080552,-394.5255303,-1374.202638,-834.6502498
-141.9040159,-266.4415234,-388.74664,-1365.741308,-838.5393427
-142.5665138,-265.7692708,-388.3518318,-1353.096921,-844.3178605
-143.6726904,-267.1385391,-391.7484249,-1355.317058,-851.384117
-144.8602608,-265.3494522,-382.053824,-1362.145337,-851.8172018
-145.5682839,-266.6593391,-373.0463958,-1348.484051,-857.7914279
-145.6438911,-260.4693667,-360.4543909,-1323.420866,-854.390636
-146.0234348,-255.9448322,-356.9544397,-1270.819063,-826.4407828
-142.8161304,-255.298903,-355.6412453,-1206.84984,-860.8955542
-141.8879766,-248.9540455,-359.4970999,-1175.790911,-863.1633344
-140.7346471,-245.431612,-361.6281022,-1187.576208,-864.2075311
-136.3303665,-243.2817869,-360.9738488,-1174.765028,-878.4999501
-135.7457838,-242.0895123,-360.8061658,-1168.735892,-882.440581
-135.9563512,-238.939431,-360.8333941,-1166.610864,-884.3077297
-136.5089753,-234.825257,-359.7539085,-1155.480575,-886.6298955
-135.9256789,-233.8415695,-358.8298192,-1153.136061,-890.7186059
-135.0869399,-233.5356786,-362.1087387,-1151.285464,-888.491625
-133.9632344,-232.4927313,-361.3067305,-1145.78206,-888.8663464
-132.329736,-234.8440156,-360.1331187,-1137.933401,-890.9090074
-131.7492447,-235.4518887,-359.4559786,-1126.701725,-864.2124725
-130.854909,-232.6861619,-359.55866,-1118.428921,-866.5393996
-130.6723693,-232.9963465,-359.7074206,-1112.391369,-864.8293446
-125.5595561,-229.3257207,-356.3705742,-1110.155913,-879.0701212
-123.6519497,-230.1299827,-356.084168,-1094.182974,-875.5412629
-123.7812143,-232.777332,-354.3183219,-1089.757714,-894.5590714
-124.2921398,-232.0745005,-356.7508412,-1080.50181,-899.7460109
-123.8494742,-233.6219341,-365.2173395,-1085.591268,-901.8904043
-123.4527676,-234.1627199,-366.2771453,-1088.229592,-889.4379234
-123.6634713,-234.3172932,-368.8999859,-1084.825834,-894.5685496
-123.0713035,-235.0624879,-375.1375846,-1086.61932,-892.9709283
-123.1177703,-239.9939445,-380.9804529,-1088.06022,-882.0670487
-122.5121703,-237.8208983,-378.9573235,-1061.987416,-891.4044287
-121.4258359,-239.7389402,-388.0046594,-1078.292245,-892.2460182
-121.3097247,-239.6559651,-391.6510978,-1094.468034,-886.2982569
-120.7360273,-241.3496263,-396.6230309,-1106.672464,-889.4068948
-119.9867941,-238.1475048,-401.1610002,-1122.001012,-871.838778
-119.2792065,-236.1340553,-405.2022735,-1153.702743,-873.1684133
-119.0853116,-233.4180632,-411.8187577,-1169.088341,-877.8601784
-119.6518444,-231.5786684,-414.6487314,-1172.677427,-877.698139
-118.5496751,-230.4317885,-426.9461606,-1169.963262,-889.537794
-117.7499152,-229.3788083,-433.6593272,-1193.054776,-929.1653866
-117.3611119,-231.0280823,-440.6016971,-1209.420803,-931.0004397
-116.1393537,-229.965206,-454.5565045,-1204.569468,-933.0734939
-114.9102486,-231.0248343,-463.2842611,-1245.587241,-938.0753477
-114.2002048,-234.118244,-469.6186156,-1268.395342,-947.7457514
-113.1207738,-237.6084625,-478.9960444,-1270.713475,-975.1473777
-112.4875486,-234.6178236,-481.9634943,-1269.828909,-986.0820855
-112.233708,-234.4289048,-489.9324904,-1312.767186,-997.1894411
-111.3443649,-236.1754365,-505.4165866,-1315.115214,-998.4632665
-109.8355714,-237.9911506,-515.7748375,-1326.085259,-1006.173043
-108.81871,-242.0427769,-532.4065932,-1337.632588,-1009.007795
-108.1903892,-244.1478537,-565.1330712,-1341.275892,-1019.17469
-108.3026405,-246.4089331,-586.8663848,-1361.748761,-1020.840525
-107.0811264,-247.9596984,-592.5302873,-1377.395784,-1028.837992
-106.3836957,-246.9277781,-598.9116405,-1376.387028,-1035.264266
-105.551625,-244.4789717,-609.5786225,-1440.713746,-1034.712218
-103.9815262,-241.9916767,-617.0888143,-1434.803693,-1035.272112
-102.6925727,-237.9434512,-624.6845546,-1403.442592,-1038.308569
-102.5667995,-238.8825899,-633.1418417,-1373.019606,-1030.028364
-102.1511725,-238.3693218,-646.5275581,-1383.366807,-1034.441436
-101.7280507,-235.2009404,-652.0853296,-1381.611146,-1024.347571
-101.3139948,-238.1763532,-663.2446311,-1377.354004,-1028.130488
-100.151491,-234.4798099,-669.155242,-1376.594373,-1022.407137
-100.0616798,-235.9011741,-677.3033203,-1394.769545,-1020.846115
-98.52092715,-236.7780989,-688.574375,-1423.966768,-1028.543466
-97.79863524,-237.2212811,-692.1439307,-1419.475182,-1025.450646
-97.0736266,-237.4837362,-708.8002727,-1431.669172,-1024.922893
-96.67431168,-236.8203975,-732.2969823,-1424.241338,-1025.554466
-99.05476646,-237.999899,-754.297328,-1420.182065,-985.843633
-97.32739704,-239.3741251,-771.9611182,-1415.69974,-984.2560592
-95.08743006,-241.4258706,-790.8548467,-1418.979024,-982.412138
-93.40468656,-239.9900302,-806.4113091,-1436.228603,-979.0719717
-92.66399026,-239.0024029,-832.2728625,-1451.332712,-974.027107
-91.88273207,-240.7386871,-853.4950572,-1434.467218,-979.7129137
-91.57402627,-241.551327,-867.3781023,-1458.112274,-978.310305
-90.57875098,-243.3310811,-907.9929202,-1459.981943,-989.2140635
-89.95051618,-245.2350411,-922.8565723,-1476.593794,-996.7836037
-89.09802801,-244.90968,-945.3711872,-1495.123745,-1002.473103
-87.33024772,-245.8210437,-961.2751876,-1478.00674,-1019.774139
-86.20517264,-245.2178126,-972.87569,-1490.905463,-1014.837658
-86.31427179,-247.0838453,-983.9227484,-1474.685807,-1022.205213
-86.17367697,-249.5013877,-995.6359587,-1467.117557,-1022.953553
-85.98290937,-252.8447301,-1004.846177,-1463.949483,-1030.726018
-85.47972769,-251.9588881,-1007.192236,-1471.420432,-1069.785495
-84.38851314,-252.1454341,-1019.635673,-1496.725384,-1081.818914
-82.90829307,-251.3917219,-1028.831405,-1492.928237,-1088.450715
-82.55952675,-253.8979293,-1040.256684,-1511.552476,-1096.212656
-81.80812533,-257.3231495,-1051.558851,-1507.461452,-1104.088664
-80.73125285,-256.004798,-1063.823272,-1515.1823,-1088.733408
-79.89349115,-257.7113534,-1080.880796,-1522.634442,-1102.254139
-78.94886513,-258.7126245,-1098.492329,-1553.479646,-1104.312086
-78.91036326,-256.4190614,-1113.08185,-1548.640877,-1106.963965
-77.96558968,-258.682624,-1128.472303,-1563.459041,-1111.05465
-76.81115868,-258.741037,-1164.844605,-1573.862654,-1139.007953
-76.04453646,-256.9946283,-1207.365008,-1583.648455,-1151.65411
-75.49988105,-256.4702241,-1268.248183,-1577.477411,-1155.095892
-74.63514986,-257.2812141,-1327.264117,-1628.567274,-1151.527874
-73.73872031,-255.1142743,-1359.379492,-1648.543026,-1154.907652
-72.91398769,-255.5035845,-1394.773567,-1680.039221,-1162.949086
-71.34253187,-256.6678458,-1418.695637,-1690.470123,-1159.688404
-71.12429158,-259.3355607,-1462.60819,-1735.8705,-1174.076678
-70.71817738,-262.0137982,-1503.661449,-1732.295209,-1173.517033
-70.28723072,-263.0617864,-1557.133446,-1734.987835,-1178.552274
-69.24831041,-263.5916758,-1601.978579,-1739.210856,-1174.092003
-67.99864151,-264.1427657,-1633.084479,-1745.730865,-1190.101781
-68.02141039,-263.7620977,-1660.531012,-1744.112736,-1230.183531
-66.49780714,-264.0592719,-1702.396005,-1742.612631,-1225.827382
-64.98313479,-263.5720554,-1730.837517,-1741.857362,-1238.380414
-63.29569539,-264.514918,-1757.927341,-1733.162978,-1217.30859
-62.71241927,-267.1822738,-1804.228876,-1734.734221,-1214.848738
-62.66026853,-266.9893461,-1837.446828,-1725.233224,-1225.570951
-62.07122266,-265.3838462,-1865.117524,-1727.532559,-1223.102931
-61.5085439,-266.1790627,-1889.63749,-1722.208072,-1231.97094
-60.32598142,-267.8099736,-1954.624353,-1713.559029,-1242.846242
-59.96854478,-269.0830873,-1966.118972,-1713.792813,-1255.505379
-59.5285737,-268.6537197,-2014.241943,-1708.981765,-1280.012616
-59.55969363,-269.3683436,-2029.515303,-1704.336797,-1292.2456
-58.64807266,-268.1987023,-2048.235622,-1703.89054,-1306.312987
-58.55273151,-267.7106078,-2071.630467,-1702.553249,-1309.800429
-57.61132964,-267.9897247,-2091.004778,-1700.890308,-1306.551888
-57.50794982,-268.089513,-2116.979051,-1695.393919,-1317.813201
-56.88654587,-266.5897828,-2136.530629,-1697.769901,-1319.247968
-56.76645294,-266.8553149,-2152.251446,-1692.316435,-1320.575653
-56.07014973,-266.0259248,-2165.321351,-1690.381593,-1343.404446
-55.07502118,-264.3926619,-2163.643156,-1688.086795,-1385.239065
-55.0648302,-265.6616775,-2164.095769,-1688.809519,-1384.135068
-54.50331421,-264.7343289,-2172.419788,-1671.373438,-1394.989741
-53.41963367,-264.7079085,-2179.717265,-1654.607161,-1430.124567
-53.22972296,-264.352239,-2178.953025,-1650.95959,-1435.822748
-53.19288206,-263.8945756,-2186.353942,-1643.572862,-1491.724658
-49.55134792,-259.2809648,-2187.493129,-1631.312112,-1498.954524
-49.51147044,-258.0120855,-2245.359433,-1633.733252,-1486.206099
-50.05238831,-254.7524995,-2251.566249,-1617.288636,-1482.719854
-49.35036578,-255.1371935,-2251.806393,-1599.802391,-1483.119336
-49.32258909,-254.7078675,-2262.496343,-1578.504989,-1484.03004
-48.69532244,-252.7388183,-2271.57893,-1560.154592,-1480.877801
-48.08311513,-251.1145301,-2278.051549,-1527.15078,-1480.241915
-48.4176572,-249.491996,-2278.411153,-1506.56457,-1472.625167
-47.39444645,-247.2290318,-2285.58153,-1501.81259,-1471.542509
-47.48008512,-244.99247,-2282.450092,-1502.542596,-1465.77249
-46.85918083,-242.1968675,-2287.679981,-1478.169981,-1429.822392
-46.42360274,-240.2347785,-2291.67354,-1453.39841,-1425.95148
-46.03917937,-236.6947171,-2283.337908,-1453.942796,-1422.419774
-46.01335366,-235.4755263,-2291.373373,-1411.076379,-1422.350643
-45.45154378,-233.1603863,-2297.232134,-1370.215795,-1415.404492
-44.06346471,-228.0020436,-2303.482591,-1365.369592,-1399.049218
-43.41660922,-228.2511549,-2313.620064,-1357.027063,-1390.390394
-42.94241381,-227.4040546,-2321.501336,-1309.606637,-1379.120441
-41.1784,-226.389491,-2311.473581,-1305.324334,-1378.548538
-41.31446002,-224.5645987,-2315.215216,-1288.492598,-1371.885031
-40.20385525,-220.8060205,-2310.234989,-1267.376243,-1374.643716
-40.1212727,-219.972082,-2315.081033,-1259.128927,-1362.177913
-38.58563974,-217.1667477,-2303.208895,-1235.285746,-1367.83089
-38.80851477,-216.7911133,-2300.625523,-1211.036986,-1364.11642
-38.69006421,-213.7881547,-2316.967317,-1209.997448,-1356.772742
-38.39943917,-212.4513521,-2326.578389,-1132.458282,-1356.797822
-37.82900252,-209.9356544,-2339.600256,-1130.597299,-1358.439235
-37.91904211,-209.2900075,-2353.250981,-1129.545776,-1356.829951
-35.19248832,-207.2099705,-2357.84492,-1127.161092,-1357.787271
-34.83548736,-206.946292,-2383.066362,-1112.218924,-1355.923658
-35.33829162,-206.226441,-2397.870117,-1098.059165,-1360.509902
-35.81432623,-203.87458,-2400.41421,-1097.004301,-1352.40479
-35.84588921,-203.8577889,-2412.565684,-1082.438981,-1355.883534
-34.29159106,-202.4358862,-2421.617163,-1062.315472,-1364.900236
-35.19403878,-201.132422,-2436.892368,-1031.926731,-1356.665029
-34.91569995,-199.4459457,-2441.009464,-1032.286271,-1366.966449
-33.12436703,-200.6385439,-2430.297333,-1011.266708,-1375.679863
-32.9859583,-197.5624118,-2422.308258,-1012.269308,-1378.513901
-33.14585542,-196.9114075,-2412.257665,-1009.462526,-1382.13505
-31.49111988,-191.3100332,-2400.155116,-1004.130079,-1380.096595
-30.79715948,-188.6887692,-2387.571539,-989.3714964,-1384.561195
-30.95896003,-193.3341548,-2381.924528,-966.6655254,-1378.941245
-30.45938351,-192.6057828,-2358.627549,-944.7795889,-1380.287337
-29.87412525,-191.4641295,-2345.326276,-946.2087039,-1381.071116
-29.66962648,-191.1221216,-2339.00179,-919.6234988,-1384.063858
-28.8943712,-189.2799862,-2301.804367,-911.0181751,-1370.184846
-29.10120077,-189.3202963,-2293.316907,-892.6542715,-1354.358626
-27.35047377,-188.7223736,-2272.500978,-872.1663646,-1354.635384
-27.63307052,-188.2215873,-2262.647198,-868.692336,-1339.115681
-25.28479798,-187.4559967,-2249.710337,-853.5978739,-1334.153859
-23.30706102,-184.557505,-2242.689643,-855.1833392,-1331.026206
-21.04265947,-182.9648866,-2232.69766,-843.3440877,-1326.283637
-18.31724915,-179.0651733,-2223.922529,-840.8264298,-1318.772057
-18.35384992,-177.2272815,-2223.778839,-831.6500111,-1278.243093
-18.26632128,-174.18736,-2213.751916,-799.3608254,-1272.49099
-17.46884779,-173.4340505,-2205.9173,-801.0197042,-1267.707421
-13.92306294,-170.5530417,-2192.066451,-785.2528359,-1270.580334
-13.26067179,-166.9507005,-2181.067024,-774.2328304,-1257.400416
-13.45294618,-164.5550674,-2173.067661,-757.3259016,-1239.76504
-13.53188019,-162.7481079,-2157.865821,-752.8496077,-1229.609775
-12.9553682,-160.8282342,-2139.458779,-725.7097454,-1224.710518
-11.99832982,-158.1102125,-2125.872041,-729.1024518,-1214.676928
-10.6635979,-156.1963239,-2114.43988,-713.5943578,-1222.904401
-9.406752703,-153.585259,-2081.828341,-705.4755454,-1198.068582
-9.082777255,-154.5652494,-2041.398053,-698.7811608,-1187.078484
-7.046107038,-153.266074,-1980.980282,-703.6796765,-1194.153579
-7.206694129,-150.738189,-1922.088149,-654.2486497,-1197.086898
-5.29740749,-150.2419184,-1895.653939,-629.194384,-1190.422574
-5.286157445,-146.1771561,-1861.018484,-593.1263823,-1178.230724
-5.533507758,-143.8077654,-1837.384245,-572.6014112,-1181.016908
-5.587895614,-142.5596014,-1795.885887,-520.5151947,-1166.993275
-4.738778721,-141.6748029,-1764.665531,-518.4403753,-1170.030602
-2.506465297,-140.9484445,-1714.667532,-517.3593014,-1160.817883
-2.15660259,-139.0026786,-1671.72242,-516.8806955,-1164.229881
-2.089685957,-139.5675533,-1645.450435,-509.9729912,-1144.673178
0.775243488,-139.1127648,-1618.750317,-505.4474503,-1098.69441
0.648030173,-138.4826135,-1577.131653,-502.8860735,-1098.65285
0.911359055,-137.4941847,-1553.16435,-506.5488539,-1084.408803
0.608662067,-137.8163059,-1529.961404,-509.3701895,-1083.199306
0.937084903,-136.6213261,-1482.712933,-511.5577139,-1088.574007
1.084353337,-135.6930715,-1450.888561,-513.1325566,-1078.117007
2.380884328,-136.7201116,-1424.909801,-514.5770835,-1065.743552
4.661364857,-137.5882621,-1402.55063,-514.9403375,-1064.41437
4.44739516,-136.2990782,-1338.106577,-514.8778086,-1053.841842
6.309116321,-136.1983402,-1327.749476,-515.2155575,-1041.061918
